id,name,price,stock,link,category
791,SparkFun Grid-EYE Infrared Array Breakout - AMG8833 (Qwiic),$47.50,In stock,https://www.sparkfun.com/sparkfun-grid-eye-infrared-array-breakout-amg8833-qwiic.html,Sensors
792,SparkFun Spectral Sensor Breakout - AS7263 NIR (Qwiic),$33.95,In stock,https://www.sparkfun.com/sparkfun-spectral-sensor-breakout-as7263-nir-qwiic.html,Sensors
793,SST Liquid Level Sensor,$29.50,In stock,https://www.sparkfun.com/sst-liquid-level-sensor.html,Sensors
794,SparkFun Line Follower Array,$38.95,In stock,https://www.sparkfun.com/sparkfun-line-follower-array.html,Sensors
795,SparkFun RedBot Sensor - Line Follower,$3.95,In stock,https://www.sparkfun.com/sparkfun-redbot-sensor-line-follower.html,Sensors
796,IR Receiver Diode - TSOP38238,$2.25,In stock,https://www.sparkfun.com/ir-receiver-diode-tsop38238.html,Sensors
797,SparkFun Line Sensor Breakout - QRE1113 (Digital),$4.50,In stock,https://www.sparkfun.com/sparkfun-line-sensor-breakout-qre1113-digital.html,Sensors
798,SparkFun Line Sensor Breakout - QRE1113 (Analog),$4.08,In stock,https://www.sparkfun.com/sparkfun-line-sensor-breakout-qre1113-analog.html,Sensors
799,SparkFun Photo Interrupter Breakout Board - GP1A57HRJ00F,$1.95,In stock,https://www.sparkfun.com/sparkfun-photo-interrupter-breakout-board-gp1a57hrj00f.html,Sensors
800,Photo Interrupter - GP1A57HRJ00F,$3.95,In stock,https://www.sparkfun.com/photo-interrupter-gp1a57hrj00f.html,Sensors
801,Infrared Sensor Jumper Wire - 3-Pin JST,$1.60,In stock,https://www.sparkfun.com/infrared-sensor-jumper-wire-3-pin-jst.html,Sensors
802,Optical Detector / Phototransistor - QRD1114,$1.05,In stock,https://www.sparkfun.com/optical-detector-phototransistor-qrd1114.html,Sensors
803,Qwiic Pressure/Humidity/Temp (PHT) Sensor - MS8607,$19.95,Discontinued,https://www.sparkfun.com/qwiic-pressure-humidity-temp-pht-sensor-ms8607.html,Sensors
804,Barometric Pressure Sensor - MPL115A1,$7.95,In stock,https://www.sparkfun.com/barometric-pressure-sensor-mpl115a1.html,Sensors
805,SparkFun Micro Absolute Digital Barometer - LPS28DFW (Qwiic),$20.95,In stock,https://www.sparkfun.com/sparkfun-micro-absolute-digital-barometer-lps28dfw-qwiic.html,Sensors
806,SparkFun Absolute Digital Barometer - LPS28DFW (Qwiic),$19.95,In stock,https://www.sparkfun.com/sparkfun-absolute-digital-barometer-lps28dfw-qwiic.html,Sensors
807,SparkFun Micro Pressure Sensor - BMP581 (Qwiic),$23.95,In stock,https://www.sparkfun.com/sparkfun-micro-pressure-sensor-bmp581-qwiic.html,Sensors
808,SparkFun Pressure Sensor - BMP581 (Qwiic),$22.95,In stock,https://www.sparkfun.com/sparkfun-pressure-sensor-bmp581-qwiic.html,Sensors
809,SparkFun Micro Pressure Sensor - BMP384 (Qwiic),$15.95,In stock,https://www.sparkfun.com/sparkfun-micro-pressure-sensor-bmp384-qwiic.html,Sensors
810,SparkFun Pressure Sensor - BMP384 (Qwiic),$14.95,In stock,https://www.sparkfun.com/sparkfun-pressure-sensor-bmp384-qwiic.html,Sensors
811,SparkFun Qwiic MicroPressure Sensor,$37.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-micropressure-sensor.html,Sensors
812,SparkFun Environmental Sensor Breakout - BME680 (Qwiic),$22.95,In stock,https://www.sparkfun.com/sparkfun-environmental-sensor-breakout-bme680-qwiic.html,Sensors
813,SparkFun Atmospheric Sensor Breakout - BME280 (Qwiic),$16.95,In stock,https://www.sparkfun.com/sparkfun-atmospheric-sensor-breakout-bme280-qwiic.html,Sensors
814,SparkFun Pressure Sensor Breakout - MS5803-14BA,$80.50,In stock,https://www.sparkfun.com/sparkfun-pressure-sensor-breakout-ms5803-14ba.html,Sensors
815,SparkFun Altitude/Pressure Sensor Breakout - MPL3115A2,$16.75,In stock,https://www.sparkfun.com/sparkfun-altitude-pressure-sensor-breakout-mpl3115a2.html,Sensors
816,SparkFun Variable Load Kit,$48.50,Discontinued,https://www.sparkfun.com/sparkfun-variable-load-kit.html,Sensors
817,SparkFun Capacitive Touch Slider - CAP1203 (Qwiic),$7.95,In stock,https://www.sparkfun.com/sparkfun-capacitive-touch-slider-cap1203-qwiic.html,Sensors
818,SparkFun Capacitive Touch Breakout - AT42QT1011,$4.99,In stock,https://www.sparkfun.com/sparkfun-capacitive-touch-breakout-at42qt1011.html,Sensors
819,SparkFun Capacitive Touch Breakout - AT42QT1010,$3.95,In stock,https://www.sparkfun.com/sparkfun-capacitive-touch-breakout-at42qt1010.html,Sensors
820,eYs3D Stereo Camera - EX8036,$280.00,Discontinued,https://www.sparkfun.com/eys3d-stereo-camera-ex8036.html,Sensors
821,Himax CMOS Imaging Camera - HM01B0 (Monochrome),$10.95,In stock,https://www.sparkfun.com/himax-cmos-imaging-camera-hm01b0-monochrome.html,Sensors
822,PureThermal 3 - FLIR Lepton Smart I/O Board with Lepton FS,$249.95,Discontinued,https://www.sparkfun.com/purethermal-3-flir-lepton-smart-i-o-board-with-lepton-fs.html,Sensors
823,PureThermal 3 - FLIR Lepton Smart I/O Board,$129.95,In stock,https://www.sparkfun.com/purethermal-3-flir-lepton-smart-i-o-board.html,Sensors
824,Arducam 5MP Plus OV5642 Mini Camera Module,$72.95,In stock,https://www.sparkfun.com/arducam-5mp-plus-ov5642-mini-camera-module.html,Sensors
825,PureThermal Mini Pro JST-SR (with FLIR Lepton 3.5),$369.95,In stock,https://www.sparkfun.com/purethermal-mini-pro-jst-sr-with-flir-lepton-3-5.html,Sensors
826,FLiR Lepton Breakout Board V2,$51.35,In stock,https://www.sparkfun.com/flir-lepton-breakout-board-v2.html,Sensors
827,FLIR Lepton 2.5 - Thermal Imaging Module,$179.95,In stock,https://www.sparkfun.com/flir-lepton-2-5-thermal-imaging-module.html,Sensors
828,Logitech C270 Webcam - USB 2.0,$24.95,In stock,https://www.sparkfun.com/logitech-c270-webcam-usb-2-0.html,Sensors
829,Leopard Imaging Camera - 136 Degree FOV,$26.16,In stock,https://www.sparkfun.com/leopard-imaging-camera-136-degree-fov.html,Sensors
830,FLIR Radiometric Lepton Dev Kit V2,$199.95,In stock,https://www.sparkfun.com/flir-radiometric-lepton-dev-kit-v2.html,Sensors
831,SparkFun Ambient Light Sensor - VEML6030 (Qwiic),$5.95,In stock,https://www.sparkfun.com/sparkfun-ambient-light-sensor-veml6030-qwiic.html,Sensors
832,SparkFun Triad Spectroscopy Sensor - AS7265x (Qwiic),$69.95,In stock,https://www.sparkfun.com/sparkfun-triad-spectroscopy-sensor-as7265x-qwiic.html,Sensors
833,SparkFun Spectral Sensor Breakout - AS7262 Visible (Qwiic),$28.50,In stock,https://www.sparkfun.com/sparkfun-spectral-sensor-breakout-as7262-visible-qwiic.html,Sensors
834,SparkFun RGB Light Sensor - ISL29125,$11.95,In stock,https://www.sparkfun.com/sparkfun-rgb-light-sensor-isl29125.html,Sensors
835,Mini Photocell,$1.75,In stock,https://www.sparkfun.com/mini-photocell.html,Sensors
836,SparkFun Ambient Light Sensor Breakout - TEMT6000,$4.95,In stock,https://www.sparkfun.com/sparkfun-ambient-light-sensor-breakout-temt6000.html,Sensors
837,SparkFun 6 Degrees of Freedom Breakout - LSM6DSO (Qwiic),$16.95,In stock,https://www.sparkfun.com/sparkfun-6-degrees-of-freedom-breakout-lsm6dso-qwiic.html,Sensors
838,Doppler Radar Sensor Module - RCWL-0516 (with Headers),$2.50,Backorder,https://www.sparkfun.com/human-body-induction-module-rcwl-0516-with-headers.html,Sensors
839,SparkFun PIR Breakout Starter Kit (170uA),$30.36,In stock,https://www.sparkfun.com/sparkfun-pir-breakout-starter-kit-170ua.html,Sensors
840,SparkFun PIR Breakout Starter Kit (1uA),$25.25,In stock,https://www.sparkfun.com/sparkfun-pir-breakout-starter-kit-1ua.html,Sensors
841,SparkFun Qwiic Mini dToF Imager - TMF8821,$14.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-mini-dtof-imager-tmf8821.html,Sensors
842,SparkFun Qwiic Mini dToF Imager - TMF8820,$14.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-mini-dtof-imager-tmf8820.html,Sensors
843,SparkFun Qwiic dToF Imager - TMF8821,$14.50,In stock,https://www.sparkfun.com/sparkfun-qwiic-dtof-imager-tmf8821.html,Sensors
844,SparkFun Qwiic dToF Imager - TMF8820,$14.50,In stock,https://www.sparkfun.com/sparkfun-qwiic-dtof-imager-tmf8820.html,Sensors
845,SparkFun Qwiic Mini ToF Imager - VL53L5CX,$25.95,Backorder,https://www.sparkfun.com/sparkfun-qwiic-mini-tof-imager-vl53l5cx.html,Sensors
846,"SparkFun Distance Sensor - 1.3 Meter, VL53L4CD (Qwiic)",$22.45,In stock,https://www.sparkfun.com/sparkfun-distance-sensor-1-3-meter-vl53l4cd-qwiic.html,Sensors
847,SparkFun Qwiic ToF Imager - VL53L5CX,$32.50,Backorder,https://www.sparkfun.com/sparkfun-qwiic-tof-imager-vl53l5cx.html,Sensors
848,Garmin LIDAR-Lite v4 LED - Distance Measurement Sensor (Qwiic),$119.95,In stock,https://www.sparkfun.com/garmin-lidar-lite-v4-led-distance-measurement-sensor-qwiic.html,Sensors
849,SparkFun Qwiic PIR - 1uA (EKMB1107112),$33.50,Discontinued,https://www.sparkfun.com/sparkfun-qwiic-pir-1ua-ekmb1107112.html,Sensors
850,SparkFun Qwiic PIR - 170uA (EKMC4607112K),$22.50,In stock,https://www.sparkfun.com/sparkfun-qwiic-pir-170ua-ekmc4607112k.html,Sensors
851,SparkFun PIR Breakout - 1uA (EKMB1107112),$14.95,Discontinued,https://www.sparkfun.com/sparkfun-pir-breakout-1ua-ekmb1107112.html,Sensors
852,SparkFun PIR Breakout - 170uA (EKMC4607112K),$12.90,In stock,https://www.sparkfun.com/sparkfun-pir-breakout-170ua-ekmc4607112k.html,Sensors
853,TFMini-S - Micro LiDAR Module,$72.95,In stock,https://www.sparkfun.com/tfmini-s-micro-lidar-module.html,Sensors
854,Garmin LIDAR-Lite v4 LED - Distance Measurement Sensor,$69.99,In stock,https://www.sparkfun.com/garmin-lidar-lite-v4-led-distance-measurement-sensor.html,Sensors
855,Ultrasonic Distance Sensor - 5V (HC-SR04),$5.25,In stock,https://www.sparkfun.com/ultrasonic-distance-sensor-hc-sr04.html,Sensors
856,TFMini Plus - Micro LiDAR Module,$88.95,In stock,https://www.sparkfun.com/tfmini-plus-micro-lidar-module.html,Sensors
857,"SparkFun Proximity Sensor Breakout - 20cm, VCNL4040 (Qwiic)",$4.95,In stock,https://www.sparkfun.com/sparkfun-proximity-sensor-breakout-20cm-vcnl4040-qwiic.html,Sensors
858,"SparkFun Distance Sensor Breakout - 4 Meter, VL53L1X (Qwiic)",$29.95,In stock,https://www.sparkfun.com/sparkfun-distance-sensor-breakout-4-meter-vl53l1x-qwiic.html,Sensors
859,LIDAR-Lite v3HP,$169.99,In stock,https://www.sparkfun.com/lidar-lite-v3hp.html,Sensors
860,SparkFun Human Presence Sensor Breakout - AK9753 (Qwiic),$22.50,In stock,https://www.sparkfun.com/sparkfun-human-presence-sensor-breakout-ak9753-qwiic.html,Sensors
861,LIDAR-Lite v3,$149.99,In stock,https://www.sparkfun.com/lidar-lite-v3.html,Sensors
862,PIR Motion Sensor (JST),$11.50,Backorder,https://www.sparkfun.com/pir-motion-sensor-jst.html,Sensors
863,ZX Distance and Gesture Sensor,$28.50,In stock,https://www.sparkfun.com/zx-distance-and-gesture-sensor.html,Sensors
864,SparkFun RGB and Gesture Sensor - APDS-9960,$3.99,Out of stock,https://www.sparkfun.com/sparkfun-rgb-and-gesture-sensor-apds-9960.html,Sensors
865,SparkFun ToF Range Finder Sensor - VL6180,$22.95,In stock,https://www.sparkfun.com/sparkfun-tof-range-finder-sensor-vl6180.html,Sensors
866,SparkFun ToF Range Finder Breakout - VL6180,$12.95,In stock,https://www.sparkfun.com/sparkfun-tof-range-finder-breakout-vl6180.html,Sensors
867,Infrared Proximity Sensor Short Range - Sharp GP2Y0A41SK0F,$22.50,In stock,https://www.sparkfun.com/infrared-proximity-sensor-short-range-sharp-gp2y0a41sk0f.html,Sensors
868,SparkFun RedBot Sensor - Mechanical Bumper,$1.75,In stock,https://www.sparkfun.com/sparkfun-redbot-sensor-mechanical-bumper.html,Sensors
869,Infrared Proximity Sensor - Sharp GP2Y0A21YK,$15.50,In stock,https://www.sparkfun.com/infrared-proximity-sensor-sharp-gp2y0a21yk.html,Sensors
870,SparkFun Micro Magnetometer - MMC5983MA (Qwiic),$18.50,In stock,https://www.sparkfun.com/sparkfun-micro-magnetometer-mmc5983ma-qwiic.html,Sensors
871,Hall-Effect Sensor - AH1815 (Non-Latching),$1.05,In stock,https://www.sparkfun.com/hall-effect-sensor-ah1815-non-latching.html,Sensors
872,SparkFun Triple Axis Magnetometer Breakout - MLX90393 (Qwiic),$19.96,In stock,https://www.sparkfun.com/sparkfun-triple-axis-magnetometer-breakout-mlx90393-qwiic.html,Sensors
873,LilyPad Reed Switch,$6.75,In stock,https://www.sparkfun.com/lilypad-reed-switch.html,Sensors
874,Magnetic Door Switch Set,$4.50,In stock,https://www.sparkfun.com/magnetic-door-switch-set.html,Sensors
875,SparkFun Digital Compass - HMC6343,$124.95,In stock,https://www.sparkfun.com/sparkfun-hmc6343-breakout.html,Sensors
876,Reed Switch - Insulated,$3.50,In stock,https://www.sparkfun.com/reed-switch-insulated.html,Sensors
877,Hall-Effect Sensor - US1881 (Latching),$1.10,In stock,https://www.sparkfun.com/hall-effect-sensor-us1881-latching.html,Sensors
878,Reed Switch,$2.25,In stock,https://www.sparkfun.com/reed-switch.html,Sensors
879,Thermocouple Connector - PCC-SMP-K-R,$10.95,In stock,https://www.sparkfun.com/thermocouple-connector-pcc-smp-k-r.html,Sensors
880,Elektor 6-Channel Temperature Monitor & Logger – Partly Assembled Module,$94.95,In stock,https://www.sparkfun.com/elektor-6-channel-temperature-monitor-logger-partly-assembled-module.html,Sensors
881,"Particle, VOC, Humidity, and Temperature Sensor - SEN54",$34.95,In stock,https://www.sparkfun.com/particle-voc-humidity-and-temperature-sensor-sen54.html,Sensors
882,SparkFun Digital Temperature Sensor Breakout - AS6212 (Qwiic),$10.95,In stock,https://www.sparkfun.com/sparkfun-digital-temperature-sensor-breakout-as6212-qwiic.html,Sensors
883,"Temperature Sensor - High Temperature, Waterproof (DS18B20)",$11.95,Backorder,https://www.sparkfun.com/temperature-sensor-high-temperature-waterproof-ds18b20.html,Sensors
884,Humidity and Temperature Sensor - DHT20,$8.95,In stock,https://www.sparkfun.com/humidity-and-temperature-sensor-dht20.html,Sensors
885,Platinum RTD Sensor - PT100,$16.50,In stock,https://www.sparkfun.com/platinum-rtd-sensor-pt100.html,Sensors
886,SparkFun Digital Temperature Sensor - TMP102 (Qwiic),$8.23,In stock,https://www.sparkfun.com/sparkfun-digital-temperature-sensor-tmp102-qwiic.html,Sensors
887,SparkFun Qwiic Thermocouple Amplifier - MCP9600 (Screw Terminals),$30.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-thermocouple-amplifier-mcp9600-screw-terminals.html,Sensors
888,SparkFun Qwiic Thermocouple Amplifier - MCP9600 (PCC Connector),$39.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-thermocouple-amplifier-mcp9600-pcc-connector.html,Sensors
889,SparkFun High Precision Temperature Sensor - TMP117 (Qwiic),$16.95,In stock,https://www.sparkfun.com/sparkfun-high-precision-temperature-sensor-tmp117-qwiic.html,Sensors
890,Particulate Matter Sensor - SPS30,$60.50,In stock,https://www.sparkfun.com/particulate-matter-sensor-sps30.html,Sensors
891,One-Wire Ambient Temperature Sensor - MAX31820,$5.75,In stock,https://www.sparkfun.com/one-wire-ambient-temperature-sensor-max31820.html,Sensors
892,Thermocouple Type-K - Stainless Steel,$8.50,In stock,https://www.sparkfun.com/thermocouple-type-k-stainless-steel.html,Sensors
893,Thermocouple Connector - PCC-SMP-K,$10.95,In stock,https://www.sparkfun.com/thermocouple-connector-pcc-smp-k.html,Sensors
894,SparkFun Digital Temperature Sensor Breakout - TMP102,$5.95,In stock,https://www.sparkfun.com/sparkfun-digital-temperature-sensor-breakout-tmp102.html,Sensors
895,SparkFun Thermocouple Breakout - MAX31855K,$20.95,In stock,https://www.sparkfun.com/sparkfun-thermocouple-breakout-max31855k.html,Sensors
896,Temperature Sensor - Waterproof (DS18B20),$10.95,In stock,https://www.sparkfun.com/temperature-sensor-waterproof-ds18b20.html,Sensors
897,SparkFun IR Thermometer Evaluation Board - MLX90614,$30.95,In stock,https://www.sparkfun.com/sparkfun-ir-thermometer-evaluation-board-mlx90614.html,Sensors
898,Infrared Thermometer - MLX90614,$18.95,In stock,https://www.sparkfun.com/infrared-thermometer-mlx90614.html,Sensors
899,LilyPad Temperature Sensor,$5.95,In stock,https://www.sparkfun.com/lilypad-temperature-sensor.html,Sensors
900,Thermocouple Type-K - Glass Braid Insulated (Bare Wire),$17.95,In stock,https://www.sparkfun.com/thermocouple-type-k-glass-braid-insulated-bare-wire.html,Sensors
901,Thermistor 10K,$1.25,In stock,https://www.sparkfun.com/thermistor-10k.html,Sensors
902,"SparkFun 9DoF IMU Breakout - ISM330DHCX, MMC5983MA (Qwiic)",$45.74,In stock,https://www.sparkfun.com/sparkfun-9dof-imu-breakout-ism330dhcx-mmc5983ma-qwiic.html,Sensors
903,MyoWare 2.0 LED Shield,$26.95,Discontinued,https://www.sparkfun.com/myoware-2-0-led-shield-1.html,Sensors
904,LilyPad Accelerometer - ADXL335,$18.50,In stock,https://www.sparkfun.com/lilypad-accelerometer-adxl335.html,Sensors
905,SparkFun Qwiic Dynamic NFC/RFID Tag,$11.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-dynamic-nfc-rfid-tag.html,Sensors
906,SpectraFlex™ Flex Sensor - 55mm (Male Pins),$10.50,In stock,https://www.sparkfun.com/spectraflextm-flex-sensor-55mm-male-pins.html,Sensors
907,SparkFun DataLogger IoT RFID Kit,$64.95,Discontinued,https://www.sparkfun.com/sparkfun-datalogger-iot-rfid-kit.html,Sensors
908,SpectraFlex™ Flex Sensor - 95mm (Male Pins),$14.95,In stock,https://www.sparkfun.com/spectraflextm-flex-sensor-95mm-male-pins.html,Sensors
909,SparkFun Simultaneous RFID Reader - M7E Hecto,$309.95,In stock,https://www.sparkfun.com/sparkfun-simultaneous-rfid-reader-m7e-hecto.html,Sensors
910,SparkFun Thing Plus - NINA-B306,$56.95,In stock,https://www.sparkfun.com/sparkfun-thing-plus-nina-b306.html,Sensors
911,Gas Sensor Module - ZMOD4450,$9.95,In stock,https://www.sparkfun.com/gas-sensor-module-zmod4450.html,Sensors
912,Line Follower Sensor,$4.95,In stock,https://www.sparkfun.com/line-follower-sensor.html,Sensors
913,MyoWare 2.0 Muscle Sensor Wireless Kit,$124.95,Discontinued,https://www.sparkfun.com/myoware-2-0-muscle-sensor-wireless-kit.html,Sensors
914,SparkFun BlueSMiRF v2,$20.25,In stock,https://www.sparkfun.com/sparkfun-bluesmirf-v2.html,IoT & Wireless
915,SparkFun BlueSMiRF v2 - Headers,$23.50,In stock,https://www.sparkfun.com/sparkfun-bluesmirf-v2-headers.html,IoT & Wireless
916,SparkFun DataLogger IoT,$57.95,In stock,https://www.sparkfun.com/sparkfun-datalogger-iot.html,IoT & Wireless
917,SparkFun DataLogger IoT - 9DoF,$79.95,In stock,https://www.sparkfun.com/sparkfun-datalogger-iot-9dof.html,IoT & Wireless
918,SparkFun LoRaSerial Kit - 915MHz (Enclosed),$179.95,Backorder,https://www.sparkfun.com/sparkfun-loraserial-kit-915mhz-enclosed.html,IoT & Wireless
919,SparkFun Artemis Global Tracker,$419.95,Backorder,https://www.sparkfun.com/sparkfun-artemis-global-tracker.html,IoT & Wireless
920,HackRF Pro,$400.00,In stock,https://www.sparkfun.com/hackrf-pro.html,IoT & Wireless
921,Wireless Joystick Breakout Board,$14.95,In stock,https://www.sparkfun.com/wireless-joystick-breakout-board.html,IoT & Wireless
922,Iridium Qualified 9704 Helical Antenna,$109.95,In stock,https://www.sparkfun.com/iridium-qualified-9704-helical-antenna.html,IoT & Wireless
923,RockBLOCK 9704 - SMA,$279.95,Backorder,https://www.sparkfun.com/rockblock-9704-sma.html,IoT & Wireless
924,SparkFun MicroMod Asset Tracker Carrier Board (SARA-R510AWS),$139.95,In stock,https://www.sparkfun.com/sparkfun-micromod-asset-tracker-carrier-board-sara-r510aws.html,IoT & Wireless
925,RockBLOCK 9704 - Patch Antenna,$274.95,Backorder,https://www.sparkfun.com/rockblock-9704-patch-antenna.html,IoT & Wireless
926,ISM/LoRa Compact Flexible PCB Antenna - 860-928MHz,$9.95,In stock,https://www.sparkfun.com/868-915mhz-ism-lora-compact-flexible-pcb-antenna.html,IoT & Wireless
927,RTL-SDR Blog V4 USB Dongle with Dipole Antenna Kit,$84.95,In stock,https://www.sparkfun.com/rtl-sdr-blog-v4-usb-dongle-with-dipole-antenna-kit.html,IoT & Wireless
928,SparkFun XBee 3 Wireless Kit,$87.95,In stock,https://www.sparkfun.com/sparkfun-xbee-3-wireless-kit.html,IoT & Wireless
929,Digi XBee® RR Pro Module  - PCB Antenna,$38.25,In stock,https://www.sparkfun.com/digi-xbeer-rr-pro-module-pcb-antenna.html,IoT & Wireless
930,Digi XBee® RR Module  - PCB Antenna,$23.95,In stock,https://www.sparkfun.com/digi-xbeer-rr-module-pcb-antenna.html,IoT & Wireless
931,SparkFun Digi XBee® Explorer Regulated,$14.50,In stock,https://www.sparkfun.com/sparkfun-digi-xbeer-explorer-regulated.html,IoT & Wireless
932,SparkFun Digi XBee® Development Board,$22.95,In stock,https://www.sparkfun.com/sparkfun-digi-xbeer-development-board.html,IoT & Wireless
933,Sparkfun Digi X-ON Kit for LoRaWAN® (North America),$399.95,In stock,https://www.sparkfun.com/sparkfun-iot-node-lorawan-gateway-kit-north-america.html,IoT & Wireless
934,SparkFun Digi XBee® Explorer USB-C,$19.50,In stock,https://www.sparkfun.com/sparkfun-digi-xbeer-explorer-usb-c.html,IoT & Wireless
935,RTL-SDR BLOG V3 USB Dongle with Dipole Antenna Kit,$84.50,In stock,https://www.sparkfun.com/rtl-sdr-blog-v3-usb-dongle-with-dipole-antenna-kit.html,IoT & Wireless
936,Digi XBee® RR Pro Module - SMA Antenna,$38.95,In stock,https://www.sparkfun.com/digi-xbeer-rr-pro-module-sma-antenna.html,IoT & Wireless
937,Digi XBee® RR Module - SMA Antenna,$23.95,In stock,https://www.sparkfun.com/digi-xbeer-rr-module-sma-antenna.html,IoT & Wireless
938,Digi XBee® RR Pro Module  - U.FL Antenna,$38.95,In stock,https://www.sparkfun.com/digi-xbeer-rr-pro-module-u-fl-antenna.html,IoT & Wireless
939,Digi XBee® RR Module - U.FL Antenna,$23.95,In stock,https://www.sparkfun.com/digi-xbeer-rr-module-u-fl-antenna.html,IoT & Wireless
940,"Digi XBee® 3 North America LTE Cat 1, 3G, GNSS, no SIM",$116.95,In stock,https://www.sparkfun.com/digi-xbeer-3-north-america-lte-cat-1-3g-gnss-no-sim.html,IoT & Wireless
941,"Digi XBee® 3 Low-Power LTE-M/NB-IoT, GNSS, no SIM",$60.87,In stock,https://www.sparkfun.com/digi-xbeer-3-low-power-lte-m-nb-iot-gnss-no-sim.html,IoT & Wireless
942,SparkFun NanoBeacon Board - IN100,$6.10,In stock,https://www.sparkfun.com/sparkfun-nanobeacon-board-in100.html,IoT & Wireless
943,AWS IoT ExpressLink SARA-R5 Starter Kit V2,$199.95,Discontinued,https://www.sparkfun.com/aws-iot-expresslink-sara-r5-starter-kit-v2.html,IoT & Wireless
944,SparkFun LTE GNSS Function Board - SARA-R5,$99.95,Discontinued,https://www.sparkfun.com/sparkfun-lte-gnss-function-board-sara-r5.html,IoT & Wireless
945,BeaglePlay,$99.00,In stock,https://www.sparkfun.com/beagleplay.html,IoT & Wireless
946,SparkFun LTE Stick - LARA-R6,$149.95,Discontinued,https://www.sparkfun.com/sparkfun-lte-stick-lara-r6.html,IoT & Wireless
947,LTE Wide Band Flex Antenna 600MHz - 6000MHz,$9.95,In stock,https://www.sparkfun.com/lte-wide-band-flex-antenna-600mhz-6000mhz.html,IoT & Wireless
948,Nordic nRF52840 BLE Module (MDBT50Q-1MV2),$8.95,In stock,https://www.sparkfun.com/nordic-nrf52840-ble-module-mdbt50q-1mv2.html,IoT & Wireless
949,"Surface Mount Bluetooth v5.0, Thread, Zigbee Transceiver Module (2.4GHz, U.FL)",$8.95,In stock,https://www.sparkfun.com/surface-mount-bluetooth-v5-0-thread-zigbee-transceiver-module-2-4ghz-u-fl.html,IoT & Wireless
950,"SparkFun Antenna - SMA, 2dBi (433MHz)",$16.95,In stock,https://www.sparkfun.com/sparkfun-antenna-sma-2dbi-433mhz.html,IoT & Wireless
951,"SparkFun DiPole Antenna - SMA, 2dBi (868MHz)",$17.95,In stock,https://www.sparkfun.com/sparkfun-dipole-antenna-sma-2dbi-868mhz.html,IoT & Wireless
952,Interface Cable RP-SMA to U.FL - 100mm,$4.95,In stock,https://www.sparkfun.com/interface-cable-rp-sma-to-u-fl.html,IoT & Wireless
953,Breakout Board for XBee Module,$3.75,In stock,https://www.sparkfun.com/breakout-board-for-xbee-module.html,IoT & Wireless
954,SparkFun XBee Explorer Serial,$24.13,In stock,https://www.sparkfun.com/sparkfun-xbee-explorer-serial.html,IoT & Wireless
955,SparkFun XBee Explorer USB,$32.65,In stock,https://www.sparkfun.com/sparkfun-xbee-explorer-usb.html,IoT & Wireless
956,SparkFun XBee Explorer Dongle,$32.29,In stock,https://www.sparkfun.com/sparkfun-xbee-explorer-dongle.html,IoT & Wireless
957,SparkFun XBee Explorer Regulated,$14.50,Backorder,https://www.sparkfun.com/sparkfun-xbee-explorer-regulated.html,IoT & Wireless
958,GNSS Multi-Band L1/L2 Surveying Antenna - TNC (TOP106),$199.95,In stock,https://www.sparkfun.com/gnss-multi-band-l1-l2-surveying-antenna-tnc-top106.html,IoT & Wireless
959,Antenna Thread Adapter - 1/4in. to 5/8in.,$6.50,In stock,https://www.sparkfun.com/antenna-thread-adapter-1-4in-to-5-8in.html,IoT & Wireless
960,Molex Flexible GNSS Antenna - U.FL (Adhesive),$6.50,In stock,https://www.sparkfun.com/molex-flexible-gnss-antenna-u-fl-adhesive.html,IoT & Wireless
961,GNSS L1/L2 Multi-Band Magnetic Mount Antenna - 5m (SMA),$109.95,In stock,https://www.sparkfun.com/gnss-multi-band-magnetic-mount-antenna-5m-sma.html,IoT & Wireless
962,Quad-band Cellular Antenna SMA,$11.50,In stock,https://www.sparkfun.com/quad-band-cellular-antenna-sma.html,IoT & Wireless
963,Quad-band Cellular Duck Antenna SMA,$1.95,In stock,https://www.sparkfun.com/quad-band-cellular-duck-antenna-sma.html,IoT & Wireless
964,Quad-band Wired Cellular Antenna SMA,$17.50,In stock,https://www.sparkfun.com/quad-band-wired-cellular-antenna-sma.html,IoT & Wireless
965,ARGOS Omnidirectional Antenna - 401MHz,$14.95,In stock,https://www.sparkfun.com/argos-omnidirectional-antenna-401mhz.html,IoT & Wireless
966,868MHz European LoRa Antenna RP-SMA - 1/4 Wave 2dBi,$8.95,Discontinued,https://www.sparkfun.com/868mhz-european-lora-antenna-rp-sma-1-4-wave-2dbi.html,IoT & Wireless
967,"Steedan MA350 – Low Profile, 5-in-1 Magnetic Mount Combination Antenna",$185.95,In stock,https://www.sparkfun.com/steedan-ma350-low-profile-5-in-1-magnetic-mount-combination-antenna.html,IoT & Wireless
968,Interface Cable N to RP-SMA Cable - 1m,$7.95,In stock,https://www.sparkfun.com/interface-cable-n-to-rp-sma-cable-1m.html,IoT & Wireless
