id,name,price,stock,link,category
221,SparkFun JetBot AI Kit v3.0 (Without Jetson Nano),$160.50,Discontinued,https://www.sparkfun.com/sparkfun-jetbot-ai-kit-v3-0-without-jetson-nano.html,Development Boards
222,SparkFun JetBot AI Kit v3.0 Powered by Jetson Nano,$310.50,Discontinued,https://www.sparkfun.com/sparkfun-jetbot-ai-kit-v3-0-powered-by-jetson-nano.html,Development Boards
223,Luxonis Oak-D DepthAI Hardware,$175.95,Discontinued,https://www.sparkfun.com/luxonis-oak-d-depthai-hardware.html,Development Boards
224,Luxonis Oak-1 DepthAI Hardware,$123.32,Discontinued,https://www.sparkfun.com/luxonis-oak-1-depthai-hardware.html,Development Boards
225,Pixy2 CMUcam5,$129.95,In stock,https://www.sparkfun.com/pixy2-cmucam5.html,Development Boards
226,Nicla Vision,$115.00,Discontinued,https://www.sparkfun.com/nicla-vision.html,Development Boards
227,Nicla Sense ME,$82.80,Discontinued,https://www.sparkfun.com/nicla-sense-me.html,Development Boards
228,SparkFun Raspberry Pi Zero 2 W Basic Kit,$54.95,In stock,https://www.sparkfun.com/sparkfun-raspberry-pi-zero-2-w-basic-kit.html,Development Boards
229,SparkFun Raspberry Pi 4 Basic Kit - 8GB,$123.50,In stock,https://www.sparkfun.com/sparkfun-raspberry-pi-4-basic-kit-8gb.html,Development Boards
230,SparkFun Raspberry Pi 4 Desktop Kit - Without Raspberry Pi,$104.95,In stock,https://www.sparkfun.com/sparkfun-raspberry-pi-4-desktop-kit-without-raspberry-pi.html,Development Boards
231,SparkFun Raspberry Pi 4 Hardware Starter Kit - Without Raspberry Pi,$106.95,In stock,https://www.sparkfun.com/sparkfun-raspberry-pi-4-hardware-starter-kit-without-raspberry-pi.html,Development Boards
232,SparkFun Raspberry Pi 4 Basic Kit - Without Raspberry Pi,$48.50,Discontinued,https://www.sparkfun.com/sparkfun-raspberry-pi-4-basic-kit-without-raspberry-pi.html,Development Boards
233,SparkFun Raspberry Pi 4 Hardware Starter Kit - 4GB,$164.95,In stock,https://www.sparkfun.com/sparkfun-raspberry-pi-4-hardware-starter-kit-4gb.html,Development Boards
234,SparkFun Raspberry Pi 4 Desktop Kit - 4GB,$171.50,Discontinued,https://www.sparkfun.com/sparkfun-raspberry-pi-4-desktop-kit-4gb.html,Development Boards
235,SparkFun Raspberry Pi 4 Basic Kit - 4GB,$96.50,Discontinued,https://www.sparkfun.com/sparkfun-raspberry-pi-4-basic-kit-4gb.html,Development Boards
236,SparkFun Raspberry Pi 4 Basic Kit - 2GB,$91.50,In stock,https://www.sparkfun.com/sparkfun-raspberry-pi-4-basic-kit-2gb.html,Development Boards
237,SparkFun Raspberry Pi Zero W Camera Kit,$99.95,In stock,https://www.sparkfun.com/sparkfun-raspberry-pi-zero-w-camera-kit.html,Development Boards
238,WizFi360-EVB-Pico,$6.49,In stock,https://www.sparkfun.com/wizfi360-evb-pico.html,Development Boards
239,ALFA Network WiFi HaLow HAT,$82.50,In stock,https://www.sparkfun.com/alfa-network-wifi-halow-hat.html,Development Boards
240,Arduino CTC GO! - Core Module,"$1,974.95",Discontinued,https://www.sparkfun.com/arduino-ctc-go-core-module.html,Development Boards
241,Raspberry Pi Zero 2 W,$17.25,Out of stock,https://www.sparkfun.com/raspberry-pi-zero-2-w.html,Development Boards
242,Raspberry Pi Zero W (with Headers),$17.60,In stock,https://www.sparkfun.com/raspberry-pi-zero-w-with-headers.html,Development Boards
243,LilyTiny,$6.95,In stock,https://www.sparkfun.com/lilytiny.html,Development Boards
244,LilyPad Arduino 328 Main Board,$19.50,In stock,https://www.sparkfun.com/lilypad-arduino-328-main-board.html,Development Boards
245,LilyPad Arduino USB - ATmega32U4 Board,$31.95,In stock,https://www.sparkfun.com/lilypad-arduino-usb-atmega32u4-board.html,Development Boards
246,Raspberry Pi IQAudio DAC+,$20.00,Discontinued,https://www.sparkfun.com/raspberry-pi-iqaudio-dac.html,Development Boards
247,SparkFun Top pHAT for Raspberry Pi,$49.95,Discontinued,https://www.sparkfun.com/sparkfun-top-phat-for-raspberry-pi.html,Development Boards
248,OpenMV Cam PureThermal,$259.00,Discontinued,https://www.sparkfun.com/openmv-cam-purethermal.html,Development Boards
249,OpenMV Cam H7 Plus,$99.95,In stock,https://www.sparkfun.com/openmv-cam-h7-plus.html,Development Boards
250,SparkFun Thing Plus - XBee3 Micro (Chip Antenna),$59.95,In stock,https://www.sparkfun.com/sparkfun-thing-plus-xbee3-micro-chip-antenna.html,Development Boards
251,SparkFun Thing Plus - XBee3 Micro (U.FL),$56.50,In stock,https://www.sparkfun.com/sparkfun-thing-plus-xbee3-micro-u-fl.html,Development Boards
252,SparkFun LumiDrive LED Driver,$25.50,In stock,https://www.sparkfun.com/sparkfun-lumidrive-led-driver.html,Development Boards
253,Raspberry Pi PoE+ HAT,$31.00,In stock,https://www.sparkfun.com/raspberry-pi-poe-hat.html,Development Boards
254,SparkFun Constellation MicroMod Kit,$29.95,Discontinued,https://www.sparkfun.com/sparkfun-constellation-micromod-kit.html,Development Boards
255,SparkFun MicroMod mikroBUS Starter Kit,$59.95,In stock,https://www.sparkfun.com/sparkfun-micromod-mikrobus-starter-kit.html,Development Boards
256,SparkFun Proximity Sensing Kit,$74.95,Discontinued,https://www.sparkfun.com/sparkfun-proximity-sensing-kit.html,Development Boards
257,Elektor MIT App Inventor Bundle,$59.95,In stock,https://www.sparkfun.com/elektor-mit-app-inventor-bundle.html,Development Boards
258,Elektor STM32 Nucleo Starter Kit,$39.95,In stock,https://www.sparkfun.com/elektor-stm32-nucleo-starter-kit.html,Development Boards
259,Arduino Engineering Kit Rev2,$319.95,Discontinued,https://www.sparkfun.com/arduino-engineering-kit-rev2.html,Development Boards
260,SparkFun JetBot AI Kit Powered by Jetson Nano 2GB,$224.95,Discontinued,https://www.sparkfun.com/sparkfun-jetbot-ai-kit-powered-by-jetson-nano-2gb.html,Development Boards
261,Omega2+ Starter Kit,$125.00,Discontinued,https://www.sparkfun.com/omega2-starter-kit.html,Development Boards
262,SparkFun Qwiic 12 Bit ADC - 4 Channel (ADS1015),$9.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-12-bit-adc-4-channel-ads1015.html,Development Boards
263,SparkFun I2C DAC Breakout - MCP4725,$6.95,Backorder,https://www.sparkfun.com/sparkfun-i2c-dac-breakout-mcp4725.html,Development Boards
264,Analog to Digital Converter - MCP3002,$2.75,In stock,https://www.sparkfun.com/analog-to-digital-converter-mcp3002.html,Development Boards
265,SparkFun MicroMod Main Board - Single,$18.50,In stock,https://www.sparkfun.com/sparkfun-micromod-main-board-single.html,Development Boards
266,Machinechat Software License Card - JEDI One,$197.00,In stock,https://www.sparkfun.com/machinechat-software-license-card-jedi-one.html,Development Boards
267,SparkFun MicroMod Main Board - Double,$22.95,In stock,https://www.sparkfun.com/sparkfun-micromod-main-board-double.html,Development Boards
268,W5500-EVB-Pico,$12.50,In stock,https://www.sparkfun.com/w5500-evb-pico.html,Development Boards
269,TIMI to MikroBUS Adapter,$6.30,In stock,https://www.sparkfun.com/timi-to-mikrobus-adapter.html,Development Boards
270,TIMI-MB Starter Kit,$33.95,In stock,https://www.sparkfun.com/timi-mb-starter-kit.html,Development Boards
271,TIMI-MB,$25.95,In stock,https://www.sparkfun.com/timi-mb.html,Development Boards
272,TIMI-96 Starter Kit,$33.95,In stock,https://www.sparkfun.com/timi-96-starter-kit.html,Development Boards
273,TIMI-96,$25.95,In stock,https://www.sparkfun.com/timi-96.html,Development Boards
274,SparkFun Cryptographic Co-Processor Breakout - ATECC608A (Qwiic),$5.05,In stock,https://www.sparkfun.com/sparkfun-cryptographic-co-processor-breakout-atecc608a-qwiic.html,Development Boards
275,SparkFun MicroMod Qwiic Carrier Board - Double,$13.95,In stock,https://www.sparkfun.com/sparkfun-micromod-qwiic-carrier-board-double.html,Development Boards
276,SparkFun MicroMod Qwiic Carrier Board - Single,$11.50,In stock,https://www.sparkfun.com/sparkfun-micromod-qwiic-carrier-board-single.html,Development Boards
277,SparkFun Qwiic Shield for Thing Plus,$5.10,In stock,https://www.sparkfun.com/sparkfun-qwiic-shield-for-thing-plus.html,Development Boards
278,SparkFun Cryptographic Co-Processor Breakout - ATECC508A (Qwiic),$7.85,In stock,https://www.sparkfun.com/sparkfun-cryptographic-co-processor-breakout-atecc508a-qwiic.html,Development Boards
279,SparkFun Logomatic v2 - Serial SD Datalogger (FAT32),$69.95,In stock,https://www.sparkfun.com/sparkfun-logomatic-v2-serial-sd-datalogger-fat32.html,Development Boards
280,SparkFun Big Red Box Proto Board,$13.50,In stock,https://www.sparkfun.com/sparkfun-big-red-box-proto-board.html,Development Boards
281,SparkFun gamer:bit,$10.95,Discontinued,https://www.sparkfun.com/sparkfun-gamer-bit.html,Development Boards
282,MI:pro Mountable Case for micro:bit V2,$5.75,In stock,https://www.sparkfun.com/mi-pro-mountable-case-for-micro-bit-v2.html,Development Boards
283,MI:pro Protector Case for micro:bit V2,$6.75,In stock,https://www.sparkfun.com/mi-pro-protector-case-for-micro-bit-v2.html,Development Boards
284,Kitronik MI:power Board V2,$7.95,In stock,https://www.sparkfun.com/kitronik-mi-power-board-v2.html,Development Boards
285,SparkFun Inventor's Kit for micro:bit v2 Lab Pack,$460.00,In stock,https://www.sparkfun.com/sparkfun-inventor-s-kit-for-micro-bit-v2-lab-pack.html,Development Boards
286,SparkFun Inventor's Kit for micro:bit v2,$53.50,In stock,https://www.sparkfun.com/sparkfun-inventor-s-kit-for-micro-bit-v2.html,Development Boards
287,SparkFun Educator Lab Pack for micro:bit v2,$320.95,In stock,https://www.sparkfun.com/sparkfun-educator-lab-pack-for-micro-bit-v2.html,Development Boards
288,micro:bit v2 Club Kit - Go Bundle 10-Pack,$199.95,In stock,https://www.sparkfun.com/micro-bit-v2-club-kit-go-bundle-10-pack.html,Development Boards
289,micro:bit v2 Go Bundle,$24.95,In stock,https://www.sparkfun.com/micro-bit-v2-go-bundle.html,Development Boards
290,micro:bit v2 Board,$16.50,In stock,https://www.sparkfun.com/micro-bit-v2-board.html,Development Boards
291,"micro:bit Edge Connector - SMD, Right Angle (40-pin)",$4.50,In stock,https://www.sparkfun.com/micro-bit-edge-connector-smd-right-angle-40-pin.html,Development Boards
292,Kitronik :MOVE mini MK2 buggy kit,$32.50,In stock,https://www.sparkfun.com/kitronik-move-mini-mk2-buggy-kit.html,Development Boards
293,SparkFun Qwiic micro:bit Breakout (with Headers),$6.25,In stock,https://www.sparkfun.com/sparkfun-qwiic-micro-bit-breakout-with-headers.html,Development Boards
294,SparkFun Qwiic micro:bit Breakout,$5.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-micro-bit-breakout.html,Development Boards
295,SparkFun micro:arcade kit for micro:bit v2.0,$52.50,Discontinued,https://www.sparkfun.com/sparkfun-micro-arcade-kit-for-micro-bit-v2-0.html,Development Boards
296,SparkFun micro:bot kit for micro:bit - v2.0,$77.50,In stock,https://www.sparkfun.com/sparkfun-micro-bot-kit-for-micro-bit-v2-0.html,Development Boards
297,SparkFun micro:climate kit for micro:bit - v3.0,$119.95,In stock,https://www.sparkfun.com/sparkfun-micro-climate-kit-for-micro-bit-v3-0.html,Development Boards
298,SparkFun controller:bit - micro:bit Carrier Board (Qwiic),$12.50,In stock,https://www.sparkfun.com/sparkfun-controller-bit-micro-bit-carrier-board-qwiic.html,Development Boards
299,SparkFun weather:bit - micro:bit Carrier Board (Qwiic),$17.95,Backorder,https://www.sparkfun.com/sparkfun-weather-bit-micro-bit-carrier-board-qwiic.html,Development Boards
300,SparkFun moto:bit - micro:bit Carrier Board (Qwiic),$28.50,Backorder,https://www.sparkfun.com/sparkfun-moto-bit-micro-bit-carrier-board-qwiic.html,Development Boards
301,SparkFun gator:soil - micro:bit Accessory Board,$6.50,Discontinued,https://www.sparkfun.com/sparkfun-gator-soil-micro-bit-accessory-board.html,Development Boards
302,micro:bit Battery Holder - 2xAAA (JST-PH),$2.50,In stock,https://www.sparkfun.com/micro-bit-battery-holder-2xaaa-jst-ph.html,Development Boards
303,SparkFun Inventor's Kit Bridge Pack for micro:bit,$43.95,In stock,https://www.sparkfun.com/sparkfun-inventor-s-kit-bridge-pack-for-micro-bit.html,Development Boards
304,Battery Holder - 2xAA (JST-PH),$1.75,In stock,https://www.sparkfun.com/battery-holder-2xaa-jst-ph.html,Development Boards
305,Teensy 4.1 without Ethernet (Headers),$33.60,In stock,https://www.sparkfun.com/teensy-4-1-without-ethernet-headers.html,Development Boards
306,Teensy 4.1 without Ethernet,$29.60,In stock,https://www.sparkfun.com/teensy-4-1-without-ethernet.html,Development Boards
307,SparkFun MicroMod Teensy Processor,$24.95,In stock,https://www.sparkfun.com/sparkfun-micromod-teensy-processor.html,Development Boards
308,Teensy 4 Audio Shield (Rev D),$9.80,In stock,https://www.sparkfun.com/teensy-4-audio-shield-rev-d.html,Development Boards
309,Teensy Stackable Header Kit,$2.25,In stock,https://www.sparkfun.com/teensy-stackable-header-kit.html,Development Boards
310,SparkFun gator:log - micro:bit Accessory Board,$13.95,In stock,https://www.sparkfun.com/sparkfun-gator-log-micro-bit-accessory-board.html,Development Boards
311,SparkFun Digital Sandbox Add-On,$15.95,In stock,https://www.sparkfun.com/sparkfun-digital-sandbox-add-on.html,Development Boards
312,SparkFun OpenLog Artemis (without IMU),$48.95,In stock,https://www.sparkfun.com/sparkfun-openlog-artemis-without-imu.html,Development Boards
313,SparkFun Thing Plus Dual-Port Logging Shield,$32.95,In stock,https://www.sparkfun.com/sparkfun-thing-plus-dual-port-logging-shield.html,Development Boards
314,SparkFun FTDI Starter Kit - 5V,$19.50,Discontinued,https://www.sparkfun.com/sparkfun-ftdi-starter-kit-5v.html,Development Boards
315,SparkFun FTDI Starter Kit - 3.3V,$15.95,In stock,https://www.sparkfun.com/sparkfun-ftdi-starter-kit-3-3v.html,Development Boards
316,SparkFun Qwiic OpenLog,$19.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-openlog.html,Development Boards
317,The SparkFun Arduino Inventor's Guide,$32.50,Discontinued,https://www.sparkfun.com/the-sparkfun-arduino-inventor-s-guide.html,Development Boards
318,SparkFun OpenLog with Headers,$21.50,In stock,https://www.sparkfun.com/sparkfun-openlog-with-headers.html,Development Boards
319,SparkFun Beefy 3 - FTDI Basic Breakout,$18.95,In stock,https://www.sparkfun.com/sparkfun-beefy-3-ftdi-basic-breakout.html,Development Boards
320,SparkFun MicroView - USB Programmer,$9.95,In stock,https://www.sparkfun.com/sparkfun-microview-usb-programmer.html,Development Boards
321,ATmega328 with Arduino Optiboot (Uno),$6.50,In stock,https://www.sparkfun.com/atmega328-with-arduino-optiboot-uno.html,Development Boards
322,SparkFun FTDI Basic Breakout - 3.3V,$14.95,In stock,https://www.sparkfun.com/sparkfun-ftdi-basic-breakout-3-3v.html,Development Boards
323,SparkFun FTDI Basic Breakout - 5V,$17.50,In stock,https://www.sparkfun.com/sparkfun-ftdi-basic-breakout-5v.html,Development Boards
324,SparkFun MicroMod ATP Carrier Board Constellation,$19.95,Discontinued,https://www.sparkfun.com/sparkfun-micromod-atp-carrier-board-constellation.html,Development Boards
325,Arduino Fio,$10.83,In stock,https://www.sparkfun.com/arduino-fio.html,Development Boards
326,Arduino Nano BLE Sense Rev2,$38.95,In stock,https://www.sparkfun.com/arduino-nano-ble-sense-rev2.html,Development Boards
327,Arduino Nano BLE Sense Rev2 with Headers,$43.50,In stock,https://www.sparkfun.com/arduino-nano-ble-sense-rev2-with-headers.html,Development Boards
328,SparkFun Qwiic Speaker Kit,$39.95,Discontinued,https://www.sparkfun.com/sparkfun-qwiic-speaker-kit.html,Development Boards
329,SparkFun RedBoard Plus,$29.50,In stock,https://www.sparkfun.com/sparkfun-redboard-plus.html,Development Boards
330,SparkFun MicroMod nRF52840 Processor,$29.50,In stock,https://www.sparkfun.com/sparkfun-micromod-nrf52840-processor.html,Development Boards
331,SparkFun MicroMod ATP Carrier Board,$20.50,In stock,https://www.sparkfun.com/sparkfun-micromod-atp-carrier-board.html,Development Boards
332,"SparkFun Pro RF - LoRa, 915MHz (SAMD21)",$36.95,In stock,https://www.sparkfun.com/sparkfun-pro-rf-lora-915mhz-samd21.html,Development Boards
333,Arduino Nano Every,$13.70,Backorder,https://www.sparkfun.com/arduino-nano-every.html,Development Boards
334,Arduino Nano 33 IoT with Headers,$31.95,Backorder,https://www.sparkfun.com/arduino-nano-33-iot-with-headers.html,Development Boards
335,Arduino Nano 33 BLE,$32.95,Discontinued,https://www.sparkfun.com/arduino-nano-33-ble.html,Development Boards
336,SparkFun Thing Plus - Artemis,$25.95,In stock,https://www.sparkfun.com/sparkfun-thing-plus-artemis.html,Development Boards
337,SparkFun Artemis Module - Low Power Machine Learning BLE Cortex-M4F,$9.95,In stock,https://www.sparkfun.com/sparkfun-artemis-module-low-power-machine-learning-ble-cortex-m4f.html,Development Boards
338,SparkFun RedBoard Artemis Nano,$19.95,In stock,https://www.sparkfun.com/sparkfun-redboard-artemis-nano.html,Development Boards
339,SparkFun RedBoard Artemis ATP,$30.95,In stock,https://www.sparkfun.com/sparkfun-redboard-artemis-atp.html,Development Boards
340,SparkFun Pro nRF52840 Mini - Bluetooth Development Board,$41.50,In stock,https://www.sparkfun.com/sparkfun-pro-nrf52840-mini-bluetooth-development-board.html,Development Boards
341,SparkFun AST-CAN485 Dev Board,$55.95,In stock,https://www.sparkfun.com/sparkfun-ast-can485-dev-board.html,Development Boards
342,Qduino Mini - Arduino Dev Board,$35.95,In stock,https://www.sparkfun.com/qduino-mini-arduino-dev-board.html,Development Boards
343,Bare Conductive Touch Board,$64.50,Out of stock,https://www.sparkfun.com/bare-conductive-touch-board.html,Development Boards
344,SparkFun MicroView - OLED Arduino Module,$47.95,Discontinued,https://www.sparkfun.com/sparkfun-microview-oled-arduino-module.html,Development Boards
345,Pro Micro - 5V/16MHz,$22.50,Backorder,https://www.sparkfun.com/pro-micro-5v-16mhz.html,Development Boards
346,Pro Micro - 3.3V/8MHz,$21.50,In stock,https://www.sparkfun.com/pro-micro-3-3v-8mhz.html,Development Boards
347,Arduino Uno - R3 SMD,$26.30,In stock,https://www.sparkfun.com/arduino-uno-r3-smd.html,Development Boards
348,Arduino Pro Mini 328 - 3.3V/8MHz,$11.25,In stock,https://www.sparkfun.com/arduino-pro-mini-328-3-3v-8mhz.html,Development Boards
349,Arduino Pro Mini 328 - 5V/16MHz,$11.25,In stock,https://www.sparkfun.com/arduino-pro-mini-328-5v-16mhz.html,Development Boards
350,Arduino Mega 2560 R3,$48.40,Backorder,https://www.sparkfun.com/arduino-mega-2560-r3.html,Development Boards
351,Arduino Uno - R3,$27.60,In stock,https://www.sparkfun.com/arduino-uno-r3.html,Development Boards
352,Arduino Pro 328 - 3.3V/8MHz,$18.50,In stock,https://www.sparkfun.com/arduino-pro-328-3-3v-8mhz.html,Development Boards
353,SparkFun Qwiic Shield for Teensy - Extended,$2.38,In stock,https://www.sparkfun.com/sparkfun-qwiic-shield-for-teensy-extended.html,Development Boards
354,SparkFun Qwiic Shield for Teensy,$1.40,Out of stock,https://www.sparkfun.com/sparkfun-qwiic-shield-for-teensy.html,Development Boards
355,MyoWare 2.0 Arduino Shield,$10.25,In stock,https://www.sparkfun.com/myoware-2-0-arduino-shield.html,Development Boards
356,SparkFun Qwiic Shield for Arduino Nano,$5.50,In stock,https://www.sparkfun.com/sparkfun-qwiic-shield-for-arduino-nano.html,Development Boards
357,Teensy Arduino Shield Adapter,$15.50,In stock,https://www.sparkfun.com/teensy-arduino-shield-adapter.html,Development Boards
358,EasyVR 3 Plus Shield for Arduino,$53.50,Out of stock,https://www.sparkfun.com/easyvr-3-plus-shield-for-arduino.html,Development Boards
359,SparkFun LTE CAT M1/NB-IoT Shield - SARA-R4 (with Hologram SIM Card),$96.50,Discontinued,https://www.sparkfun.com/sparkfun-lte-cat-m1-nb-iot-shield-sara-r4-with-hologram-sim-card.html,Development Boards
360,SparkFun LTE CAT M1/NB-IoT Shield - SARA-R4,$90.95,Discontinued,https://www.sparkfun.com/sparkfun-lte-cat-m1-nb-iot-shield-sara-r4.html,Development Boards
361,SparkFun Qwiic Shield for Arduino,$7.75,In stock,https://www.sparkfun.com/sparkfun-qwiic-shield-for-arduino.html,Development Boards
362,SparkFun Wireless Motor Driver Shield,$26.95,In stock,https://www.sparkfun.com/sparkfun-wireless-motor-driver-shield.html,Development Boards
363,SparkFun Ardumoto Shield Kit,$36.50,In stock,https://www.sparkfun.com/sparkfun-ardumoto-shield-kit.html,Development Boards
364,SparkFun Ardumoto - Motor Driver Shield,$24.95,In stock,https://www.sparkfun.com/sparkfun-ardumoto-motor-driver-shield.html,Development Boards
365,SparkFun Weather Shield,$42.95,Discontinued,https://www.sparkfun.com/sparkfun-weather-shield.html,Development Boards
366,SparkFun ProtoShield Kit,$14.95,In stock,https://www.sparkfun.com/sparkfun-protoshield-kit.html,Development Boards
367,SparkFun Arduino ProtoShield - Bare PCB,$6.95,In stock,https://www.sparkfun.com/sparkfun-arduino-protoshield-bare-pcb.html,Development Boards
368,SparkFun WiFi Shield - ESP8266,$19.50,In stock,https://www.sparkfun.com/sparkfun-wifi-shield-esp8266.html,Development Boards
369,CAN-BUS Shield,$35.95,In stock,https://www.sparkfun.com/can-bus-shield.html,Development Boards
370,SparkFun Spectrum Shield,$29.95,In stock,https://www.sparkfun.com/sparkfun-spectrum-shield.html,Development Boards
371,SparkFun MIDI Shield,$24.50,In stock,https://www.sparkfun.com/sparkfun-midi-shield.html,Development Boards
372,SparkFun XBee Shield,$21.50,In stock,https://www.sparkfun.com/sparkfun-xbee-shield.html,Development Boards
373,SparkFun MP3 Player Shield,$35.95,In stock,https://www.sparkfun.com/sparkfun-mp3-player-shield.html,Development Boards
374,Mux Shield II,$28.50,Discontinued,https://www.sparkfun.com/mux-shield-ii.html,Development Boards
375,SparkFun Music Instrument Shield,$39.95,In stock,https://www.sparkfun.com/sparkfun-music-instrument-shield.html,Development Boards
376,Silicon Labs BGM220 Explorer Kit,$12.45,In stock,https://www.sparkfun.com/silicon-labs-bgm220-explorer-kit.html,Development Boards
377,NVIDIA Jetson Nano 2GB Developer Kit,$63.50,Discontinued,https://www.sparkfun.com/nvidia-jetson-nano-2gb-developer-kit.html,Development Boards
378,SparkFun Artemis Development Kit with Camera,$54.95,Discontinued,https://www.sparkfun.com/sparkfun-artemis-development-kit-with-camera.html,Development Boards
379,SparkFun MicroMod STM32 Processor,$20.50,In stock,https://www.sparkfun.com/sparkfun-micromod-stm32-processor.html,Development Boards
380,SparkFun Thing Plus - DA16200,$14.95,Discontinued,https://www.sparkfun.com/sparkfun-thing-plus-da16200.html,Development Boards
381,SparkFun MicroMod WiFi Function Board - DA16200,$29.95,In stock,https://www.sparkfun.com/sparkfun-micromod-wifi-function-board-da16200.html,Development Boards
382,SparkFun Qwiic WiFi Shield - DA16200,$19.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-wifi-shield-da16200.html,Development Boards
383,SparkFun Thing Plus - nRF9160,$139.95,Discontinued,https://www.sparkfun.com/sparkfun-thing-plus-nrf9160.html,Development Boards
384,Raspberry Pi Compute Module 3+ Lite,$27.50,In stock,https://www.sparkfun.com/raspberry-pi-compute-module-3-lite.html,Development Boards
385,SparkFun Artemis Development Kit,$21.83,Discontinued,https://www.sparkfun.com/sparkfun-artemis-development-kit.html,Development Boards
386,SparkFun MicroMod SAMD51 Processor,$18.95,In stock,https://www.sparkfun.com/sparkfun-micromod-samd51-processor.html,Development Boards
387,NVIDIA Jetson Nano Developer Kit (V3),$149.00,Discontinued,https://www.sparkfun.com/nvidia-jetson-nano-developer-kit-v3.html,Development Boards
388,SparkFun Qwiic Micro - SAMD21 Development Board,$22.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-micro-samd21-development-board.html,Development Boards
389,SparkFun Edge Development Board - Apollo3 Blue,$16.50,Discontinued,https://www.sparkfun.com/sparkfun-edge-development-board-apollo3-blue.html,Development Boards
390,SparkFun RedBoard Turbo - SAMD21 Development Board,$22.50,In stock,https://www.sparkfun.com/sparkfun-redboard-turbo-samd21-development-board.html,Development Boards
391,SparkFun Thing Plus - SAMD51,$25.50,Backorder,https://www.sparkfun.com/sparkfun-thing-plus-samd51.html,Development Boards
392,SparkFun SAMD21 Development Breakout,$14.95,In stock,https://www.sparkfun.com/sparkfun-samd21-dev-breakout.html,Development Boards
393,SparkFun SAMD21 Mini Breakout,$24.95,In stock,https://www.sparkfun.com/sparkfun-samd21-mini-breakout.html,Development Boards
394,BeagleBone Blue,$82.00,Discontinued,https://www.sparkfun.com/beaglebone-blue.html,Development Boards
395,BeagleBone Black - Rev C,$69.95,In stock,https://www.sparkfun.com/beaglebone-black-rev-c.html,Development Boards
396,bladeRF x40,$520.00,Discontinued,https://www.sparkfun.com/bladerf-x40.html,Development Boards
397,SparkFun MicroMod Alorium Sno M2 Processor,$49.95,Discontinued,https://www.sparkfun.com/sparkfun-micromod-alorium-sno-m2-processor.html,Development Boards
398,Alchitry Ft Element Board,$32.50,In stock,https://www.sparkfun.com/alchitry-ft-element-board.html,Development Boards
399,Alchitry Io Element Board,$26.95,Discontinued,https://www.sparkfun.com/alchitry-io-element-board.html,Development Boards
400,SparkFun QuickLogic Thing Plus - EOS S3,$49.50,In stock,https://www.sparkfun.com/sparkfun-quicklogic-thing-plus-eos-s3.html,Development Boards
401,Alchitry Au FPGA Development Board (Xilinx Artix 7),$109.95,Discontinued,https://www.sparkfun.com/alchitry-au-fpga-development-board-xilinx-artix-7.html,Development Boards
402,Alchitry Cu FPGA Development Board (Lattice iCE40 HX),$53.50,In stock,https://www.sparkfun.com/alchitry-cu-fpga-development-board-lattice-ice40-hx.html,Development Boards
403,Alchitry Br Prototype Element Board,$16.50,In stock,https://www.sparkfun.com/alchitry-br-prototype-element-board.html,Development Boards
404,Alchitry Au FPGA Kit,$144.95,Discontinued,https://www.sparkfun.com/alchitry-au-fpga-kit.html,Development Boards
405,PICAXE 08M2 Microcontroller (8 pin),$3.50,In stock,https://www.sparkfun.com/picaxe-08m2-microcontroller-8-pin.html,Development Boards
406,PICAXE 18M2+ Microcontroller (18 pin),$5.50,In stock,https://www.sparkfun.com/picaxe-18m2-microcontroller-18-pin.html,Development Boards
407,AVR 8 Pin 20MHz 8K 4A/D - ATtiny85,$3.50,In stock,https://www.sparkfun.com/avr-8-pin-20mhz-8k-4a-d-attiny85.html,Development Boards
408,IOIO-OTG - v2.2,$49.95,In stock,https://www.sparkfun.com/ioio-otg-v2-2.html,Development Boards
409,USB 32-Bit Whacker - PIC32MX795 Development Board,$56.95,In stock,https://www.sparkfun.com/usb-32-bit-whacker-pic32mx795-development-board.html,Development Boards
410,Espressif JTAG Debugger - ESP-PROG,$12.00,Backorder,https://www.sparkfun.com/esp-prog.html,Development Boards
411,Raspberry Pi M.2 HAT+ Compact,$27.00,In stock,https://www.sparkfun.com/raspberry-pi-m-2-hat-compact.html,Development Boards
412,Raspberry Pi Radio Module 2 (RMC20452T),$4.60,In stock,https://www.sparkfun.com/raspberry-pi-radio-module-rmc20452t.html,Development Boards
413,Raspberry Pi 500 Kit,$160.00,In stock,https://www.sparkfun.com/raspberry-pi-500-kit.html,Development Boards
414,Raspberry Pi 500 (Unit Only),$140.00,In stock,https://www.sparkfun.com/raspberry-pi-500-unit-only.html,Development Boards
415,Raspberry Pi 500+ (Unit Only),$280.00,In stock,https://www.sparkfun.com/raspberry-pi-500-plus-unit-only.html,Development Boards
416,Raspberry Pi 500+ Kit,$300.00,Out of stock,https://www.sparkfun.com/raspberry-pi-500-plus-kit.html,Development Boards
